selling_price,year,name,fullname,brand,log_km_driven,seats,kmpl,engine_cc
610.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,9.615805480084347,5.0,18.6,1197.0
400.0,2016,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,10.308952660644293,5.0,18.9,1197.0
500.0,2019,MARUTI CELERIO,MARUTI CELERIO X ZXI BSIV,MARUTI,9.305650551780507,5.0,21.63,998.0
200.0,2017,DATSUN GO,DATSUN GO PLUS T,DATSUN,11.84939770159144,7.0,19.02,1198.0
252.0,2012,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,10.778956289890028,5.0,20.92,998.0
430.0,2017,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,10.126631103850338,5.0,23.84,1199.0
200.0,2013,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.819778284410283,5.0,22.74,796.0
128.0,2008,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,9.852194258148577,5.0,19.7,796.0
400.0,2016,MARUTI CELERIO,MARUTI CELERIO VXI,MARUTI,10.126631103850338,5.0,23.1,998.0
200.0,2012,MARUTI ALTO,MARUTI ALTO K10 LXI,MARUTI,10.292145542327912,5.0,20.92,998.0
950.0,2018,HYUNDAI VERNA,HYUNDAI VERNA VTVT 1.6 SX,HYUNDAI,9.53870842969938,5.0,17.0,1591.0
220.0,2012,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,11.512925464970229,5.0,22.74,796.0
680.0,2017,FORD ECOSPORT,FORD ECOSPORT 1.5 PETROL AMBIENTE BSIV,FORD,9.51044496442652,5.0,17.0,1497.0
610.0,2017,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA SX OPTION,HYUNDAI,9.546812608597396,5.0,19.1,1197.0
325.0,2018,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,9.210340371976184,5.0,21.1,814.0
550.0,2018,MARUTI BALENO,MARUTI BALENO DELTA 1.2,MARUTI,9.210340371976184,5.0,21.4,1197.0
720.0,2018,MARUTI CIAZ,MARUTI CIAZ 1.4 ALPHA,MARUTI,10.126631103850338,5.0,20.73,1373.0
950.0,2017,HYUNDAI VERNA,HYUNDAI VERNA VTVT 1.6 SX,HYUNDAI,9.903487552536127,5.0,17.0,1591.0
500.0,2018,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ OPTION,HYUNDAI,10.596634733096073,5.0,18.9,1197.0
900.0,2017,HYUNDAI VERNA,HYUNDAI VERNA VTVT 1.6 SX,HYUNDAI,9.903487552536127,5.0,17.0,1591.0
295.0,2017,MARUTI ALTO,MARUTI ALTO 800 VXI,MARUTI,10.46310334047155,5.0,24.7,796.0
625.0,2015,HYUNDAI VERNA,HYUNDAI VERNA 1.6 VTVT S OPTION,HYUNDAI,9.903487552536127,5.0,17.01,1591.0
315.0,2015,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,10.275051108968611,5.0,23.95,998.0
400.0,2017,MARUTI WAGON,MARUTI WAGON R VXI PLUS OPTIONAL,MARUTI,10.819778284410283,5.0,20.51,998.0
580.0,2020,MARUTI DZIRE,MARUTI DZIRE VXI,MARUTI,11.156250521031495,5.0,23.26,1197.0
280.0,2015,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,11.289781913656018,5.0,22.74,796.0
350.0,2015,CHEVROLET SAIL,CHEVROLET SAIL 1.2 LS ABS,CHEVROLET,10.819778284410283,5.0,18.2,1199.0
200.0,2009,MARUTI RITZ,MARUTI RITZ VXI,MARUTI,11.695247021764184,5.0,18.5,1197.0
550.0,2018,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,10.102338411281293,5.0,22.0,1197.0
310.0,2016,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.221941283654663,5.0,25.17,799.0
35.0,2007,MARUTI 800,MARUTI 800 AC,MARUTI,9.210340371976184,4.0,16.1,796.0
210.0,2013,TATA INDIGO,TATA INDIGO ECS GLS,TATA,11.695247021764184,5.0,15.64,1193.0
130.0,2011,CHEVROLET SPARK,CHEVROLET SPARK 1.0 LT,CHEVROLET,11.124907270465785,5.0,18.0,995.0
95.0,2013,TATA NANO,TATA NANO CX,TATA,10.308952660644293,4.0,25.4,624.0
420.0,2017,MARUTI WAGON,MARUTI WAGON R VXI BS IV,MARUTI,10.308952660644293,5.0,20.51,998.0
480.0,2016,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ CELEBRATION EDITION,HYUNDAI,11.156250521031495,5.0,18.9,1197.0
600.0,2018,VOLKSWAGEN POLO,VOLKSWAGEN POLO 2015-2019 1.2 MPI HIGHLINE PLUS,VOLKSWAGEN,9.615805480084347,5.0,16.2,1199.0
575.0,2018,TATA NEXON,TATA NEXON 1.2 REVOTRON XM,TATA,11.156250521031495,5.0,17.0,1198.0
550.0,2015,HYUNDAI I20,HYUNDAI I20 SPORTZ OPTION 1.2,HYUNDAI,10.621327345686446,5.0,18.6,1197.0
320.0,2015,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,10.308952660644293,5.0,23.95,998.0
250.0,2011,HYUNDAI ACCENT,HYUNDAI ACCENT EXECUTIVE,HYUNDAI,10.46310334047155,5.0,16.36,1495.0
300.0,2010,MARUTI SX4,MARUTI SX4 ZXI BSIII,MARUTI,9.998797732340453,5.0,15.0,1586.0
250.0,2006,MARUTI WAGON,MARUTI WAGON R VXI,MARUTI,11.156250521031495,5.0,18.9,998.0
577.0,2019,MARUTI IGNIS,MARUTI IGNIS 1.2 ZETA BSIV,MARUTI,8.006367567650246,5.0,20.89,1197.0
230.0,2012,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,10.819778284410283,5.0,20.92,998.0
650.0,2017,HONDA JAZZ,HONDA JAZZ 1.2 V I VTEC,HONDA,10.126631103850338,5.0,18.7,1199.0
250.0,2016,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,11.608235644774552,5.0,21.1,814.0
490.0,2019,MARUTI WAGON,MARUTI WAGON R VXI 1.2,MARUTI,9.210340371976184,5.0,20.52,1197.0
300.0,2017,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,8.987196820661973,5.0,21.1,814.0
350.0,2012,HYUNDAI I20,HYUNDAI I20 1.2 SPORTZ,HYUNDAI,10.46310334047155,5.0,17.0,1197.0
300.0,2011,HYUNDAI I20,HYUNDAI I20 1.2 SPORTZ,HYUNDAI,10.714417768752456,5.0,17.0,1197.0
700.0,2018,MARUTI ERTIGA,MARUTI ERTIGA VXI PETROL,MARUTI,8.732304571033183,7.0,19.34,1462.0
350.0,2016,MARUTI WAGON,MARUTI WAGON R LXI BS IV,MARUTI,11.156250521031495,5.0,20.51,998.0
80.0,1998,MARUTI OMNI,MARUTI OMNI 5 STR STD,MARUTI,11.156250521031495,5.0,14.0,796.0
135.0,2007,MARUTI ALTO,MARUTI ALTO LX,MARUTI,10.950806546816688,5.0,19.7,796.0
150.0,2005,HYUNDAI ACCENT,HYUNDAI ACCENT GLE,HYUNDAI,11.695247021764184,5.0,13.2,1495.0
240.0,2009,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,11.695247021764184,5.0,17.5,1298.0
220.0,2008,HYUNDAI I10,HYUNDAI I10 MAGNA,HYUNDAI,10.46310334047155,5.0,20.36,1197.0
650.0,2015,HYUNDAI I20,HYUNDAI I20 ACTIVE 1.2 S,HYUNDAI,10.819778284410283,5.0,17.19,1197.0
350.0,2011,HYUNDAI I20,HYUNDAI I20 1.2 MAGNA,HYUNDAI,11.49272275765271,5.0,18.5,1197.0
360.0,2013,HYUNDAI I20,HYUNDAI I20 ASTA 1.2,HYUNDAI,10.308952660644293,5.0,18.5,1197.0
490.0,2016,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,10.165851817003619,5.0,18.9,1197.0
460.0,2019,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,9.210340371976184,5.0,23.84,1199.0
275.0,2015,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,9.723163998404846,5.0,22.74,796.0
600.0,2015,MARUTI SWIFT,MARUTI SWIFT DZIRE ZXI,MARUTI,8.983063289380366,5.0,20.85,1197.0
720.0,2018,MARUTI SWIFT,MARUTI SWIFT ZXI PLUS,MARUTI,9.903487552536127,5.0,22.0,1197.0
356.0,2016,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,9.175334762777368,5.0,25.17,799.0
225.0,2011,HYUNDAI I10,HYUNDAI I10 ERA,HYUNDAI,10.819778284410283,5.0,19.81,1086.0
130.0,2010,CHEVROLET SPARK,CHEVROLET SPARK 1.0 LT,CHEVROLET,10.819778284410283,5.0,18.0,995.0
300.0,2015,RENAULT KWID,RENAULT KWID RXT,RENAULT,9.210340371976184,5.0,25.17,799.0
610.0,2019,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,8.517193191416238,5.0,21.21,1197.0
550.0,2017,TATA TIGOR,TATA TIGOR 1.2 REVOTRON XZ OPTION,TATA,10.308952660644293,5.0,20.3,1199.0
500.0,2017,FORD FIGO,FORD FIGO ASPIRE 1.2 TI-VCT TREND,FORD,9.615805480084347,5.0,18.16,1196.0
600.0,2015,TOYOTA ETIOS,TOYOTA ETIOS CROSS 1.2L G,TOYOTA,9.210340371976184,5.0,18.16,1197.0
390.0,2017,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XZ,TATA,9.903487552536127,5.0,23.84,1199.0
700.0,2016,HYUNDAI CRETA,HYUNDAI CRETA 1.6 VTVT E PLUS,HYUNDAI,10.308952660644293,5.0,15.29,1591.0
245.0,2013,CHEVROLET SAIL,CHEVROLET SAIL HATCHBACK PETROL LS ABS,CHEVROLET,10.126631103850338,5.0,18.2,1199.0
740.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 ASTA DUAL TONE,HYUNDAI,8.987196820661973,5.0,18.6,1197.0
570.0,2017,FORD FIGO,FORD FIGO ASPIRE 1.2 TI-VCT SPORTS EDITION,FORD,10.126631103850338,5.0,18.12,1196.0
390.0,2019,DATSUN REDIGO,DATSUN REDIGO 1.0 T OPTION,DATSUN,9.210340371976184,5.0,22.5,999.0
130.0,2015,TATA NANO,TATA NANO LX,TATA,11.002099841204238,4.0,25.4,624.0
490.0,2018,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XM,TATA,10.126631103850338,5.0,23.84,1199.0
390.0,2018,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XM,TATA,10.126631103850338,5.0,23.84,1199.0
45.0,2008,CHEVROLET SPARK,CHEVROLET SPARK 1.0,CHEVROLET,11.156250521031495,5.0,18.0,995.0
630.0,2019,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,8.294049640102028,5.0,21.21,1197.0
250.0,2011,HYUNDAI I10,HYUNDAI I10 SPORTZ,HYUNDAI,10.819778284410283,5.0,20.36,1197.0
265.0,2017,RENAULT KWID,RENAULT KWID 1.0 RXT OPTIONAL,RENAULT,11.407564949312402,5.0,23.01,999.0
270.0,2009,MARUTI SWIFT,MARUTI SWIFT VXI WITH ABS,MARUTI,11.289781913656018,5.0,16.6,1197.0
130.0,2007,MARUTI ALTO,MARUTI ALTO LX,MARUTI,11.26446410567173,5.0,19.7,796.0
275.0,2017,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.968198289528557,5.0,24.7,796.0
460.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,11.156250521031495,5.0,18.9,1197.0
325.0,2014,MARUTI CELERIO,MARUTI CELERIO ZXI,MARUTI,10.778956289890028,5.0,23.1,998.0
600.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 ASTA DUAL TONE,HYUNDAI,10.596634733096073,5.0,18.6,1197.0
399.0,2019,MARUTI ALTO,MARUTI ALTO K10 VXI OPTIONAL,MARUTI,9.210340371976184,5.0,23.95,998.0
290.0,2017,DATSUN REDIGO,DATSUN REDIGO T OPTION,DATSUN,10.308952660644293,5.0,22.7,799.0
500.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA ASTA,HYUNDAI,10.221941283654663,5.0,18.9,1197.0
380.0,2018,RENAULT KWID,RENAULT KWID CLIMBER 1.0 MT,RENAULT,8.517193191416238,5.0,23.01,999.0
85.0,2004,MARUTI WAGON,MARUTI WAGON R LXI,MARUTI,11.608235644774552,5.0,18.9,998.0
411.0,2015,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,10.126631103850338,5.0,18.9,1197.0
190.0,2011,MARUTI RITZ,MARUTI RITZ VXI (ABS) BS IV,MARUTI,10.757902880692196,5.0,18.5,1197.0
358.0,2018,MARUTI EECO,MARUTI EECO 7 SEATER STANDARD BSIV,MARUTI,10.691944912900398,7.0,15.37,1196.0
490.0,2018,HYUNDAI SANTRO,HYUNDAI SANTRO SPORTZ BSIV,HYUNDAI,8.85366542803745,5.0,20.3,1086.0
210.0,2016,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,10.819778284410283,5.0,18.6,1199.0
275.0,2012,MARUTI ALTO,MARUTI ALTO K10 2010-2014 VXI,MARUTI,10.819778284410283,5.0,20.92,998.0
530.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ OPTION,HYUNDAI,10.819778284410283,5.0,18.9,1197.0
125.0,2010,CHEVROLET SPARK,CHEVROLET SPARK 1.0 PS,CHEVROLET,11.156250521031495,5.0,16.0,995.0
426.0,2016,MAHINDRA KUV,MAHINDRA KUV 100 MFALCON G80 K8,MAHINDRA,11.608235644774552,6.0,18.15,1198.0
310.0,2017,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,9.903487552536127,5.0,24.7,796.0
380.0,2019,RENAULT KWID,RENAULT KWID RXL,RENAULT,9.615805480084347,5.0,25.17,799.0
260.0,2016,DATSUN REDIGO,DATSUN REDIGO T OPTION,DATSUN,10.46310334047155,5.0,22.7,799.0
650.0,2018,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI 1.2 BS IV,MARUTI,10.46310334047155,5.0,22.0,1197.0
427.0,2014,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA SX OPTION,HYUNDAI,11.289781913656018,5.0,19.1,1197.0
390.0,2015,HONDA AMAZE,HONDA AMAZE S I-VTECH,HONDA,10.819778284410283,5.0,18.0,1198.0
275.0,2015,DATSUN GO,DATSUN GO T OPTION BSIV,DATSUN,9.903487552536127,5.0,20.63,1198.0
310.0,2014,CHEVROLET SAIL,CHEVROLET SAIL 1.2 LS ABS,CHEVROLET,10.46310334047155,5.0,18.2,1199.0
500.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ DUAL TONE,HYUNDAI,9.903487552536127,5.0,18.9,1197.0
330.0,2018,HYUNDAI EON,HYUNDAI EON 1.0 ERA PLUS,HYUNDAI,11.156250521031495,5.0,20.3,998.0
399.0,2019,HYUNDAI SANTRO,HYUNDAI SANTRO ERA,HYUNDAI,8.294049640102028,5.0,20.3,1086.0
250.0,2012,HYUNDAI I10,HYUNDAI I10 MAGNA,HYUNDAI,11.542484267211773,5.0,20.36,1197.0
511.0,2015,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,10.308952660644293,5.0,18.9,1197.0
550.0,2018,MARUTI BALENO,MARUTI BALENO DELTA 1.2,MARUTI,10.308952660644293,5.0,21.4,1197.0
325.0,2017,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,8.1786387885907,5.0,23.95,998.0
120.0,2011,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,11.407564949312402,5.0,18.6,1199.0
340.0,2018,RENAULT KWID,RENAULT KWID RXL,RENAULT,9.903487552536127,5.0,25.17,799.0
500.0,2015,HYUNDAI I20,HYUNDAI I20 ACTIVE 1.2 SX,HYUNDAI,10.491274217438248,5.0,17.19,1197.0
415.0,2020,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,9.615805480084347,5.0,15.37,1196.0
764.0,2018,MARUTI CIAZ,MARUTI CIAZ 1.4 ALPHA,MARUTI,10.126631103850338,5.0,20.73,1373.0
310.0,2017,MARUTI ALTO,MARUTI ALTO 800 VXI,MARUTI,10.46310334047155,5.0,24.7,796.0
450.0,2016,HYUNDAI GRAND,HYUNDAI GRAND I10 ASTA OPTION,HYUNDAI,10.596634733096073,5.0,18.9,1197.0
600.0,2017,MARUTI ERTIGA,MARUTI ERTIGA BSIV LXI,MARUTI,10.46310334047155,7.0,17.5,1373.0
570.0,2017,MARUTI BALENO,MARUTI BALENO DELTA 1.2,MARUTI,10.46310334047155,5.0,21.4,1197.0
325.0,2016,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,9.903487552536127,5.0,23.95,998.0
480.0,2015,HYUNDAI I20,HYUNDAI I20 2015-2017 SPORTZ OPTION 1.2,HYUNDAI,11.002099841204238,5.0,18.6,1197.0
185.0,2014,MARUTI ALTO,MARUTI ALTO 800 BASE,MARUTI,9.239899174217728,5.0,22.74,796.0
760.0,2019,MARUTI BALENO,MARUTI BALENO ALPHA,MARUTI,8.006367567650246,5.0,21.01,1197.0
570.0,2019,VOLKSWAGEN POLO,VOLKSWAGEN POLO 2015-2019 1.0 MPI TRENDLINE,VOLKSWAGEN,8.517193191416238,5.0,18.78,999.0
700.0,2018,MARUTI BALENO,MARUTI BALENO ALPHA 1.2,MARUTI,9.472704636443673,5.0,21.4,1197.0
220.0,2016,MARUTI ALTO,MARUTI ALTO 800 BASE,MARUTI,10.596634733096073,5.0,22.74,796.0
225.0,2012,HYUNDAI I10,HYUNDAI I10 MAGNA 1.1L,HYUNDAI,11.608235644774552,5.0,19.81,1086.0
110.0,2005,MARUTI WAGON,MARUTI WAGON R LX,MARUTI,11.608235644774552,5.0,18.9,998.0
350.0,2016,DATSUN GO,DATSUN GO PLUS T OPTION BSIV,DATSUN,10.819778284410283,7.0,19.44,1198.0
550.0,2020,MARUTI DZIRE,MARUTI DZIRE LXI,MARUTI,9.615805480084347,5.0,23.26,1197.0
200.0,2010,HYUNDAI SANTRO,HYUNDAI SANTRO XING GLS,HYUNDAI,11.407564949312402,5.0,17.92,1086.0
265.0,2016,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,11.608235644774552,5.0,23.95,998.0
180.0,2012,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,11.289781913656018,5.0,22.74,796.0
200.0,2013,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,10.950806546816688,5.0,21.1,814.0
300.0,2014,HYUNDAI I10,HYUNDAI I10 MAGNA 1.1L,HYUNDAI,11.512925464970229,5.0,19.81,1086.0
650.0,2015,HYUNDAI VERNA,HYUNDAI VERNA 1.6 VTVT S,HYUNDAI,10.596634733096073,5.0,17.01,1591.0
267.0,2014,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,10.596634733096073,5.0,22.74,796.0
70.0,2009,TATA NANO,TATA NANO CX,TATA,9.615805480084347,4.0,26.0,624.0
250.0,2017,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,10.819778284410283,5.0,21.1,814.0
135.0,2009,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,11.512925464970229,5.0,19.7,796.0
650.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,9.903487552536127,5.0,18.6,1197.0
250.0,2007,MARUTI SWIFT,MARUTI SWIFT VXI WITH ABS,MARUTI,11.002099841204238,5.0,16.6,1197.0
520.0,2018,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ OPTION,HYUNDAI,8.699514748210191,5.0,18.9,1197.0
500.0,2016,MARUTI SWIFT,MARUTI SWIFT VXI DECA,MARUTI,10.373491181781864,5.0,20.4,1197.0
220.0,2016,RENAULT KWID,RENAULT KWID RXL,RENAULT,11.407564949312402,5.0,25.17,799.0
820.0,2017,HONDA WR-V,HONDA WR-V I-VTEC VX,HONDA,9.392661928770137,5.0,17.5,1199.0
115.0,2011,MARUTI ALTO,MARUTI ALTO LX,MARUTI,9.210340371976184,5.0,19.7,796.0
75.0,2012,TATA INDICA,TATA INDICA V2 LSI,TATA,9.392661928770137,5.0,16.84,1193.0
120.0,2011,CHEVROLET BEAT,CHEVROLET BEAT LT,CHEVROLET,11.002099841204238,5.0,18.6,1199.0
250.0,2016,RENAULT KWID,RENAULT KWID RXT OPTIONAL,RENAULT,10.621327345686446,5.0,25.17,799.0
200.0,2018,MARUTI OMNI,MARUTI OMNI E MPI STD BS IV,MARUTI,10.126631103850338,8.0,16.8,796.0
380.0,2015,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA S,HYUNDAI,10.308952660644293,5.0,19.1,1197.0
575.0,2018,MARUTI IGNIS,MARUTI IGNIS 1.2 ZETA BSIV,MARUTI,9.210340371976184,5.0,20.89,1197.0
39.0,2001,MARUTI 800,MARUTI 800 STD,MARUTI,10.647993025371216,4.0,16.1,796.0
165.0,2015,TATA NANO,TATA NANO TWIST XT,TATA,10.126631103850338,4.0,25.4,624.0
500.0,2018,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ BSIV,HYUNDAI,11.695247021764184,5.0,18.9,1197.0
308.0,2018,MARUTI ALTO,MARUTI ALTO 800 LXI,MARUTI,9.615805480084347,5.0,24.7,796.0
570.0,2019,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ BSIV,HYUNDAI,9.472704636443673,5.0,18.9,1197.0
280.0,2014,HYUNDAI EON,HYUNDAI EON ERA PLUS,HYUNDAI,11.407564949312402,5.0,21.1,814.0
275.0,2012,MARUTI A-STAR,MARUTI A-STAR VXI,MARUTI,11.002099841204238,5.0,19.0,998.0
300.0,2015,MARUTI ALTO,MARUTI ALTO K10 LX,MARUTI,9.903487552536127,5.0,23.95,998.0
450.0,2018,TATA TIGOR,TATA TIGOR 1.2 REVOTRON XT,TATA,11.225243392518447,5.0,20.3,1199.0
400.0,2017,MARUTI CELERIO,MARUTI CELERIO X ZXI OPTION BSIV,MARUTI,10.858998997563564,5.0,21.63,998.0
200.0,2011,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,10.831706855275558,5.0,19.7,796.0
570.0,2018,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,10.126631103850338,5.0,18.6,1197.0
485.0,2016,HONDA JAZZ,HONDA JAZZ 1.2 VX I VTEC,HONDA,10.308952660644293,5.0,18.7,1199.0
680.0,2015,FORD ECOSPORT,FORD ECOSPORT 1.5 TI VCT MT TITANIUM BSIV,FORD,10.819778284410283,5.0,15.85,1499.0
220.0,2014,HYUNDAI EON,HYUNDAI EON 1.0 KAPPA MAGNA PLUS,HYUNDAI,9.210340371976184,5.0,20.3,998.0
510.0,2019,MARUTI SWIFT,MARUTI SWIFT LXI,MARUTI,9.210340371976184,5.0,21.21,1197.0
375.0,2018,MARUTI ALTO,MARUTI ALTO K10 VXI,MARUTI,9.350102314351341,5.0,23.95,998.0
275.0,2011,MARUTI SWIFT,MARUTI SWIFT LXI,MARUTI,10.819778284410283,5.0,18.6,1197.0
400.0,2017,MARUTI EECO,MARUTI EECO 5 SEATER AC BSIV,MARUTI,9.210340371976184,5.0,15.37,1196.0
310.0,2012,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,11.512925464970229,5.0,19.1,1197.0
500.0,2013,HONDA CITY,HONDA CITY V MT,HONDA,10.373491181781864,5.0,16.8,1497.0
450.0,2015,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA SX OPTION,HYUNDAI,9.903487552536127,5.0,19.1,1197.0
486.0,2015,HYUNDAI GRAND,HYUNDAI GRAND I10 SPORTZ,HYUNDAI,9.210340371976184,5.0,18.9,1197.0
580.0,2018,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA ASTA,HYUNDAI,10.126631103850338,5.0,18.9,1197.0
250.0,2010,FORD FIESTA,FORD FIESTA 1.6 ZXI ABS,FORD,10.757902880692196,5.0,15.3,1596.0
600.0,2019,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,9.798127036878302,5.0,21.21,1197.0
460.0,2016,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,11.002099841204238,5.0,20.85,1197.0
275.0,2018,RENAULT KWID,RENAULT KWID 1.0 RXL,RENAULT,9.903487552536127,5.0,23.01,999.0
408.0,2017,FORD FIGO,FORD FIGO 1.2P TITANIUM MT,FORD,11.002099841204238,5.0,18.16,1196.0
375.0,2014,HYUNDAI XCENT,HYUNDAI XCENT 1.2 KAPPA S OPTION,HYUNDAI,10.858998997563564,5.0,19.1,1197.0
94.0,2006,MARUTI ALTO,MARUTI ALTO LXI,MARUTI,10.691944912900398,5.0,19.7,796.0
300.0,2011,VOLKSWAGEN POLO,VOLKSWAGEN POLO PETROL COMFORTLINE 1.2L,VOLKSWAGEN,9.740968623038354,5.0,16.47,1198.0
350.0,2009,HONDA CITY,HONDA CITY 1.5 E MT,HONDA,10.46310334047155,5.0,17.0,1497.0
600.0,2015,HYUNDAI I20,HYUNDAI I20 ASTA 1.2,HYUNDAI,11.512925464970229,5.0,18.6,1197.0
240.0,2016,RENAULT KWID,RENAULT KWID RXT,RENAULT,10.990364584985818,5.0,25.17,799.0
550.0,2019,MARUTI SWIFT,MARUTI SWIFT VXI,MARUTI,9.350102314351341,5.0,21.21,1197.0
180.0,2012,HYUNDAI EON,HYUNDAI EON MAGNA PLUS,HYUNDAI,10.933106969717286,5.0,21.1,814.0
410.0,2019,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XT,TATA,10.126631103850338,5.0,23.84,1199.0
439.0,2018,TATA TIAGO,TATA TIAGO 1.2 REVOTRON XT,TATA,10.126631103850338,5.0,23.84,1199.0
225.0,2014,NISSAN MICRA,NISSAN MICRA ACTIVE XL PETROL,NISSAN,11.512925464970229,5.0,19.49,1198.0
200.0,2008,MARUTI SWIFT,MARUTI SWIFT DZIRE VXI,MARUTI,11.512925464970229,5.0,17.5,1298.0
310.0,2019,RENAULT KWID,RENAULT KWID RXL,RENAULT,10.126631103850338,5.0,25.17,799.0
570.0,2017,HYUNDAI GRAND,HYUNDAI GRAND I10 1.2 KAPPA SPORTZ BSIV,HYUNDAI,9.903487552536127,5.0,18.9,1197.0
700.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 ASTA OPTION,HYUNDAI,10.308952660644293,5.0,18.6,1197.0
700.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 ASTA OPTION,HYUNDAI,10.308952660644293,5.0,18.6,1197.0
625.0,2017,HYUNDAI I20,HYUNDAI I20 2015-2017 SPORTZ 1.2,HYUNDAI,10.065223675720974,5.0,18.6,1197.0
640.0,2017,HYUNDAI I20,HYUNDAI I20 1.2 SPOTZ,HYUNDAI,10.02180377935417,5.0,18.6,1197.0
180.0,2010,HYUNDAI I10,HYUNDAI I10 MAGNA 1.2 ITECH SE,HYUNDAI,11.695247021764184,5.0,20.36,1197.0
250.0,2011,HYUNDAI I10,HYUNDAI I10 MAGNA 1.2 ITECH SE,HYUNDAI,11.156250521031495,5.0,20.36,1197.0
350.0,2016,DATSUN GO,DATSUN GO A EPS,DATSUN,9.711115659888671,5.0,20.63,1198.0
300.0,2018,DATSUN REDIGO,DATSUN REDIGO 1.0 S,DATSUN,9.852194258148577,5.0,22.5,999.0
